	City	zipcode	paymentfrequency	maturitydate	current_days_past_due	last_repayment_date	amount_at_risk
677	12olki	19473	1271803.806	04/30/2024	-334 days	2022-11-16	217478450.8259994
678	12olki	19473	1271803.806	04/30/2024	-365 days	2022-11-16	217478450.8259994
679	12olki	19473	1271803.806	04/30/2024	-395 days	2022-11-16	217478450.8259994
680	12olki	19473	1271803.806	04/30/2024	-426 days	2022-11-16	217478450.8259994
681	12olki	19473	1271803.806	04/30/2024	-457 days	2022-11-16	217478450.8259994
682	12olki	19473	1271803.806	04/30/2024	-486 days	2022-11-16	217478450.8259994
683	12olki	19473	1271803.806	04/30/2024	-517 days	2022-11-16	217478450.8259994
684	12olki	19473	1271803.806	04/30/2024	579 days	2022-12-16	241642723.1399993
685	12olki	19473	1271803.806	04/30/2024	548 days	2022-12-16	241642723.1399993
686	12olki	19473	1271803.806	04/30/2024	518 days	2022-12-16	241642723.1399993
687	12olki	19473	1271803.806	04/30/2024	487 days	2022-12-16	241642723.1399993
688	12olki	19473	1271803.806	04/30/2024	456 days	2022-12-16	241642723.1399993
689	12olki	19473	1271803.806	04/30/2024	426 days	2022-12-16	241642723.1399993
690	12olki	19473	1271803.806	04/30/2024	395 days	2022-12-16	241642723.1399993
691	12olki	19473	1271803.806	04/30/2024	365 days	2022-12-16	241642723.1399993
692	12olki	19473	1271803.806	04/30/2024	334 days	2022-12-16	241642723.1399993
693	12olki	19473	1271803.806	04/30/2024	303 days	2022-12-16	241642723.1399993
694	12olki	19473	1271803.806	04/30/2024	275 days	2022-12-16	241642723.1399993
695	12olki	19473	1271803.806	04/30/2024	244 days	2022-12-16	241642723.1399993
696	12olki	19473	1271803.806	04/30/2024	214 days	2022-12-16	241642723.1399993
697	12olki	19473	1271803.806	04/30/2024	183 days	2022-12-16	241642723.1399993
698	12olki	19473	1271803.806	04/30/2024	153 days	2022-12-16	241642723.1399993
699	12olki	19473	1271803.806	04/30/2024	122 days	2022-12-16	241642723.1399993
700	12olki	19473	1271803.806	04/30/2024	91 days	2022-12-16	241642723.1399993
701	12olki	19473	1271803.806	04/30/2024	61 days	2022-12-16	241642723.1399993
702	12olki	19473	1271803.806	04/30/2024	30 days	2022-12-16	241642723.1399993
703	12olki	19473	1271803.806	04/30/2024	0 days	2022-12-16	241642723.1399993
704	12olki	19473	1271803.806	04/30/2024	-31 days	2022-12-16	241642723.1399993
705	12olki	19473	1271803.806	04/30/2024	-62 days	2022-12-16	241642723.1399993
706	12olki	19473	1271803.806	04/30/2024	-90 days	2022-12-16	241642723.1399993
707	12olki	19473	1271803.806	04/30/2024	-121 days	2022-12-16	241642723.1399993
708	12olki	19473	1271803.806	04/30/2024	-151 days	2022-12-16	241642723.1399993
709	12olki	19473	1271803.806	04/30/2024	-182 days	2022-12-16	241642723.1399993
710	12olki	19473	1271803.806	04/30/2024	-212 days	2022-12-16	241642723.1399993
711	12olki	19473	1271803.806	04/30/2024	-243 days	2022-12-16	241642723.1399993
712	12olki	19473	1271803.806	04/30/2024	-274 days	2022-12-16	241642723.1399993
713	12olki	19473	1271803.806	04/30/2024	-304 days	2022-12-16	241642723.1399993
714	12olki	19473	1271803.806	04/30/2024	-335 days	2022-12-16	241642723.1399993
715	12olki	19473	1271803.806	04/30/2024	-365 days	2022-12-16	241642723.1399993
716	12olki	19473	1271803.806	04/30/2024	-396 days	2022-12-16	241642723.1399993
717	12olki	19473	1271803.806	04/30/2024	-427 days	2022-12-16	241642723.1399993
718	12olki	19473	1271803.806	04/30/2024	-456 days	2022-12-16	241642723.1399993
719	12olki	19473	1271803.806	04/30/2024	-487 days	2022-12-16	241642723.1399993
720	12olki	19473	1271803.806	04/30/2024	610 days	2023-01-16	267078799.2599992
721	12olki	19473	1271803.806	04/30/2024	579 days	2023-01-16	267078799.2599992
722	12olki	19473	1271803.806	04/30/2024	549 days	2023-01-16	267078799.2599992
723	12olki	19473	1271803.806	04/30/2024	518 days	2023-01-16	267078799.2599992
724	12olki	19473	1271803.806	04/30/2024	487 days	2023-01-16	267078799.2599992
725	12olki	19473	1271803.806	04/30/2024	457 days	2023-01-16	267078799.2599992
726	12olki	19473	1271803.806	04/30/2024	426 days	2023-01-16	267078799.2599992
727	12olki	19473	1271803.806	04/30/2024	396 days	2023-01-16	267078799.2599992
728	12olki	19473	1271803.806	04/30/2024	365 days	2023-01-16	267078799.2599992
729	12olki	19473	1271803.806	04/30/2024	334 days	2023-01-16	267078799.2599992
730	12olki	19473	1271803.806	04/30/2024	306 days	2023-01-16	267078799.2599992
731	12olki	19473	1271803.806	04/30/2024	275 days	2023-01-16	267078799.2599992
732	12olki	19473	1271803.806	04/30/2024	245 days	2023-01-16	267078799.2599992
733	12olki	19473	1271803.806	04/30/2024	214 days	2023-01-16	267078799.2599992
734	12olki	19473	1271803.806	04/30/2024	184 days	2023-01-16	267078799.2599992
735	12olki	19473	1271803.806	04/30/2024	153 days	2023-01-16	267078799.2599992
736	12olki	19473	1271803.806	04/30/2024	122 days	2023-01-16	267078799.2599992
737	12olki	19473	1271803.806	04/30/2024	92 days	2023-01-16	267078799.2599992
738	12olki	19473	1271803.806	04/30/2024	61 days	2023-01-16	267078799.2599992
739	12olki	19473	1271803.806	04/30/2024	31 days	2023-01-16	267078799.2599992
740	12olki	19473	1271803.806	04/30/2024	0 days	2023-01-16	267078799.2599992
741	12olki	19473	1271803.806	04/30/2024	-31 days	2023-01-16	267078799.2599992
742	12olki	19473	1271803.806	04/30/2024	-59 days	2023-01-16	267078799.2599992
743	12olki	19473	1271803.806	04/30/2024	-90 days	2023-01-16	267078799.2599992
744	12olki	19473	1271803.806	04/30/2024	-120 days	2023-01-16	267078799.2599992
745	12olki	19473	1271803.806	04/30/2024	-151 days	2023-01-16	267078799.2599992
746	12olki	19473	1271803.806	04/30/2024	-181 days	2023-01-16	267078799.2599992
747	12olki	19473	1271803.806	04/30/2024	-212 days	2023-01-16	267078799.2599992
748	12olki	19473	1271803.806	04/30/2024	-243 days	2023-01-16	267078799.2599992
749	12olki	19473	1271803.806	04/30/2024	-273 days	2023-01-16	267078799.2599992
750	12olki	19473	1271803.806	04/30/2024	-304 days	2023-01-16	267078799.2599992
751	12olki	19473	1271803.806	04/30/2024	-334 days	2023-01-16	267078799.2599992
752	12olki	19473	1271803.806	04/30/2024	-365 days	2023-01-16	267078799.2599992
753	12olki	19473	1271803.806	04/30/2024	-396 days	2023-01-16	267078799.2599992
754	12olki	19473	1271803.806	04/30/2024	-425 days	2023-01-16	267078799.2599992
755	12olki	19473	1271803.806	04/30/2024	-456 days	2023-01-16	267078799.2599992
756	12olki	19473	1271803.806	04/30/2024	641 days	2023-02-16	293786679.1859991
757	12olki	19473	1271803.806	04/30/2024	610 days	2023-02-16	293786679.1859991
758	12olki	19473	1271803.806	04/30/2024	580 days	2023-02-16	293786679.1859991
759	12olki	19473	1271803.806	04/30/2024	549 days	2023-02-16	293786679.1859991
760	12olki	19473	1271803.806	04/30/2024	518 days	2023-02-16	293786679.1859991
761	12olki	19473	1271803.806	04/30/2024	488 days	2023-02-16	293786679.1859991
762	12olki	19473	1271803.806	04/30/2024	457 days	2023-02-16	293786679.1859991
763	12olki	19473	1271803.806	04/30/2024	427 days	2023-02-16	293786679.1859991
764	12olki	19473	1271803.806	04/30/2024	396 days	2023-02-16	293786679.1859991
765	12olki	19473	1271803.806	04/30/2024	365 days	2023-02-16	293786679.1859991
766	12olki	19473	1271803.806	04/30/2024	337 days	2023-02-16	293786679.1859991
767	12olki	19473	1271803.806	04/30/2024	306 days	2023-02-16	293786679.1859991
768	12olki	19473	1271803.806	04/30/2024	276 days	2023-02-16	293786679.1859991
769	12olki	19473	1271803.806	04/30/2024	245 days	2023-02-16	293786679.1859991
770	12olki	19473	1271803.806	04/30/2024	215 days	2023-02-16	293786679.1859991
771	12olki	19473	1271803.806	04/30/2024	184 days	2023-02-16	293786679.1859991
772	12olki	19473	1271803.806	04/30/2024	153 days	2023-02-16	293786679.1859991
773	12olki	19473	1271803.806	04/30/2024	123 days	2023-02-16	293786679.1859991
774	12olki	19473	1271803.806	04/30/2024	92 days	2023-02-16	293786679.1859991
775	12olki	19473	1271803.806	04/30/2024	62 days	2023-02-16	293786679.1859991
776	12olki	19473	1271803.806	04/30/2024	31 days	2023-02-16	293786679.1859991
777	12olki	19473	1271803.806	04/30/2024	0 days	2023-02-16	293786679.1859991
778	12olki	19473	1271803.806	04/30/2024	-28 days	2023-02-16	293786679.1859991
779	12olki	19473	1271803.806	04/30/2024	-59 days	2023-02-16	293786679.1859991
780	12olki	19473	1271803.806	04/30/2024	-89 days	2023-02-16	293786679.1859991
781	12olki	19473	1271803.806	04/30/2024	-120 days	2023-02-16	293786679.1859991
782	12olki	19473	1271803.806	04/30/2024	-150 days	2023-02-16	293786679.1859991
783	12olki	19473	1271803.806	04/30/2024	-181 days	2023-02-16	293786679.1859991
784	12olki	19473	1271803.806	04/30/2024	-212 days	2023-02-16	293786679.1859991
785	12olki	19473	1271803.806	04/30/2024	-242 days	2023-02-16	293786679.1859991
786	12olki	19473	1271803.806	04/30/2024	-273 days	2023-02-16	293786679.1859991
787	12olki	19473	1271803.806	04/30/2024	-303 days	2023-02-16	293786679.1859991
788	12olki	19473	1271803.806	04/30/2024	-334 days	2023-02-16	293786679.1859991
789	12olki	19473	1271803.806	04/30/2024	-365 days	2023-02-16	293786679.1859991
790	12olki	19473	1271803.806	04/30/2024	-394 days	2023-02-16	293786679.1859991
791	12olki	19473	1271803.806	04/30/2024	-425 days	2023-02-16	293786679.1859991
792	12olki	19473	1271803.806	04/30/2024	669 days	2023-03-16	321766362.91799897
793	12olki	19473	1271803.806	04/30/2024	638 days	2023-03-16	321766362.91799897
794	12olki	19473	1271803.806	04/30/2024	608 days	2023-03-16	321766362.91799897
795	12olki	19473	1271803.806	04/30/2024	577 days	2023-03-16	321766362.91799897
796	12olki	19473	1271803.806	04/30/2024	546 days	2023-03-16	321766362.91799897
797	12olki	19473	1271803.806	04/30/2024	516 days	2023-03-16	321766362.91799897
798	12olki	19473	1271803.806	04/30/2024	485 days	2023-03-16	321766362.91799897
799	12olki	19473	1271803.806	04/30/2024	455 days	2023-03-16	321766362.91799897
800	12olki	19473	1271803.806	04/30/2024	424 days	2023-03-16	321766362.91799897
801	12olki	19473	1271803.806	04/30/2024	393 days	2023-03-16	321766362.91799897
802	12olki	19473	1271803.806	04/30/2024	365 days	2023-03-16	321766362.91799897
803	12olki	19473	1271803.806	04/30/2024	334 days	2023-03-16	321766362.91799897
804	12olki	19473	1271803.806	04/30/2024	304 days	2023-03-16	321766362.91799897
805	12olki	19473	1271803.806	04/30/2024	273 days	2023-03-16	321766362.91799897
806	12olki	19473	1271803.806	04/30/2024	243 days	2023-03-16	321766362.91799897
807	12olki	19473	1271803.806	04/30/2024	212 days	2023-03-16	321766362.91799897
808	12olki	19473	1271803.806	04/30/2024	181 days	2023-03-16	321766362.91799897
809	12olki	19473	1271803.806	04/30/2024	151 days	2023-03-16	321766362.91799897
810	12olki	19473	1271803.806	04/30/2024	120 days	2023-03-16	321766362.91799897
811	12olki	19473	1271803.806	04/30/2024	90 days	2023-03-16	321766362.91799897
812	12olki	19473	1271803.806	04/30/2024	59 days	2023-03-16	321766362.91799897
813	12olki	19473	1271803.806	04/30/2024	28 days	2023-03-16	321766362.91799897
814	12olki	19473	1271803.806	04/30/2024	0 days	2023-03-16	321766362.91799897
815	12olki	19473	1271803.806	04/30/2024	-31 days	2023-03-16	321766362.91799897
816	12olki	19473	1271803.806	04/30/2024	-61 days	2023-03-16	321766362.91799897
817	12olki	19473	1271803.806	04/30/2024	-92 days	2023-03-16	321766362.91799897
818	12olki	19473	1271803.806	04/30/2024	-122 days	2023-03-16	321766362.91799897
819	12olki	19473	1271803.806	04/30/2024	-153 days	2023-03-16	321766362.91799897
820	12olki	19473	1271803.806	04/30/2024	-184 days	2023-03-16	321766362.91799897
821	12olki	19473	1271803.806	04/30/2024	-214 days	2023-03-16	321766362.91799897
822	12olki	19473	1271803.806	04/30/2024	-245 days	2023-03-16	321766362.91799897
823	12olki	19473	1271803.806	04/30/2024	-275 days	2023-03-16	321766362.91799897
824	12olki	19473	1271803.806	04/30/2024	-306 days	2023-03-16	321766362.91799897
825	12olki	19473	1271803.806	04/30/2024	-337 days	2023-03-16	321766362.91799897
826	12olki	19473	1271803.806	04/30/2024	-366 days	2023-03-16	321766362.91799897
827	12olki	19473	1271803.806	04/30/2024	-397 days	2023-03-16	321766362.91799897
828	12olki	19473	1271803.806	04/30/2024	700 days	2023-04-16	351017850.45599884
829	12olki	19473	1271803.806	04/30/2024	669 days	2023-04-16	351017850.45599884
830	12olki	19473	1271803.806	04/30/2024	639 days	2023-04-16	351017850.45599884
831	12olki	19473	1271803.806	04/30/2024	608 days	2023-04-16	351017850.45599884
832	12olki	19473	1271803.806	04/30/2024	577 days	2023-04-16	351017850.45599884
833	12olki	19473	1271803.806	04/30/2024	547 days	2023-04-16	351017850.45599884
834	12olki	19473	1271803.806	04/30/2024	516 days	2023-04-16	351017850.45599884
835	12olki	19473	1271803.806	04/30/2024	486 days	2023-04-16	351017850.45599884
836	12olki	19473	1271803.806	04/30/2024	455 days	2023-04-16	351017850.45599884
837	12olki	19473	1271803.806	04/30/2024	424 days	2023-04-16	351017850.45599884
838	12olki	19473	1271803.806	04/30/2024	396 days	2023-04-16	351017850.45599884
839	12olki	19473	1271803.806	04/30/2024	365 days	2023-04-16	351017850.45599884
840	12olki	19473	1271803.806	04/30/2024	335 days	2023-04-16	351017850.45599884
841	12olki	19473	1271803.806	04/30/2024	304 days	2023-04-16	351017850.45599884
842	12olki	19473	1271803.806	04/30/2024	274 days	2023-04-16	351017850.45599884
843	12olki	19473	1271803.806	04/30/2024	243 days	2023-04-16	351017850.45599884
844	12olki	19473	1271803.806	04/30/2024	212 days	2023-04-16	351017850.45599884
845	12olki	19473	1271803.806	04/30/2024	182 days	2023-04-16	351017850.45599884
846	12olki	19473	1271803.806	04/30/2024	151 days	2023-04-16	351017850.45599884
847	12olki	19473	1271803.806	04/30/2024	121 days	2023-04-16	351017850.45599884
848	12olki	19473	1271803.806	04/30/2024	90 days	2023-04-16	351017850.45599884
849	12olki	19473	1271803.806	04/30/2024	59 days	2023-04-16	351017850.45599884
850	12olki	19473	1271803.806	04/30/2024	31 days	2023-04-16	351017850.45599884
851	12olki	19473	1271803.806	04/30/2024	0 days	2023-04-16	351017850.45599884
852	12olki	19473	1271803.806	04/30/2024	-30 days	2023-04-16	351017850.45599884
853	12olki	19473	1271803.806	04/30/2024	-61 days	2023-04-16	351017850.45599884
854	12olki	19473	1271803.806	04/30/2024	-91 days	2023-04-16	351017850.45599884
855	12olki	19473	1271803.806	04/30/2024	-122 days	2023-04-16	351017850.45599884
856	12olki	19473	1271803.806	04/30/2024	-153 days	2023-04-16	351017850.45599884
857	12olki	19473	1271803.806	04/30/2024	-183 days	2023-04-16	351017850.45599884
858	12olki	19473	1271803.806	04/30/2024	-214 days	2023-04-16	351017850.45599884
859	12olki	19473	1271803.806	04/30/2024	-244 days	2023-04-16	351017850.45599884
860	12olki	19473	1271803.806	04/30/2024	-275 days	2023-04-16	351017850.45599884
861	12olki	19473	1271803.806	04/30/2024	-306 days	2023-04-16	351017850.45599884
862	12olki	19473	1271803.806	04/30/2024	-335 days	2023-04-16	351017850.45599884
863	12olki	19473	1271803.806	04/30/2024	-366 days	2023-04-16	351017850.45599884
864	12olki	19473	1271803.806	04/30/2024	730 days	2023-05-16	381541141.7999987
865	12olki	19473	1271803.806	04/30/2024	699 days	2023-05-16	381541141.7999987
866	12olki	19473	1271803.806	04/30/2024	669 days	2023-05-16	381541141.7999987
867	12olki	19473	1271803.806	04/30/2024	638 days	2023-05-16	381541141.7999987
868	12olki	19473	1271803.806	04/30/2024	607 days	2023-05-16	381541141.7999987
869	12olki	19473	1271803.806	04/30/2024	577 days	2023-05-16	381541141.7999987
870	12olki	19473	1271803.806	04/30/2024	546 days	2023-05-16	381541141.7999987
871	12olki	19473	1271803.806	04/30/2024	516 days	2023-05-16	381541141.7999987
872	12olki	19473	1271803.806	04/30/2024	485 days	2023-05-16	381541141.7999987
873	12olki	19473	1271803.806	04/30/2024	454 days	2023-05-16	381541141.7999987
874	12olki	19473	1271803.806	04/30/2024	426 days	2023-05-16	381541141.7999987
875	12olki	19473	1271803.806	04/30/2024	395 days	2023-05-16	381541141.7999987
876	12olki	19473	1271803.806	04/30/2024	365 days	2023-05-16	381541141.7999987
877	12olki	19473	1271803.806	04/30/2024	334 days	2023-05-16	381541141.7999987
878	12olki	19473	1271803.806	04/30/2024	304 days	2023-05-16	381541141.7999987
879	12olki	19473	1271803.806	04/30/2024	273 days	2023-05-16	381541141.7999987
880	12olki	19473	1271803.806	04/30/2024	242 days	2023-05-16	381541141.7999987
881	12olki	19473	1271803.806	04/30/2024	212 days	2023-05-16	381541141.7999987
882	12olki	19473	1271803.806	04/30/2024	181 days	2023-05-16	381541141.7999987
883	12olki	19473	1271803.806	04/30/2024	151 days	2023-05-16	381541141.7999987
884	12olki	19473	1271803.806	04/30/2024	120 days	2023-05-16	381541141.7999987
885	12olki	19473	1271803.806	04/30/2024	89 days	2023-05-16	381541141.7999987
886	12olki	19473	1271803.806	04/30/2024	61 days	2023-05-16	381541141.7999987
887	12olki	19473	1271803.806	04/30/2024	30 days	2023-05-16	381541141.7999987
888	12olki	19473	1271803.806	04/30/2024	0 days	2023-05-16	381541141.7999987
889	12olki	19473	1271803.806	04/30/2024	-31 days	2023-05-16	381541141.7999987
890	12olki	19473	1271803.806	04/30/2024	-61 days	2023-05-16	381541141.7999987
891	12olki	19473	1271803.806	04/30/2024	-92 days	2023-05-16	381541141.7999987
892	12olki	19473	1271803.806	04/30/2024	-123 days	2023-05-16	381541141.7999987
893	12olki	19473	1271803.806	04/30/2024	-153 days	2023-05-16	381541141.7999987
894	12olki	19473	1271803.806	04/30/2024	-184 days	2023-05-16	381541141.7999987
895	12olki	19473	1271803.806	04/30/2024	-214 days	2023-05-16	381541141.7999987
896	12olki	19473	1271803.806	04/30/2024	-245 days	2023-05-16	381541141.7999987
897	12olki	19473	1271803.806	04/30/2024	-276 days	2023-05-16	381541141.7999987
898	12olki	19473	1271803.806	04/30/2024	-305 days	2023-05-16	381541141.7999987
899	12olki	19473	1271803.806	04/30/2024	-336 days	2023-05-16	381541141.7999987
900	12olki	19473	1271803.806	04/30/2024	761 days	2023-06-16	413336236.94999856
901	12olki	19473	1271803.806	04/30/2024	730 days	2023-06-16	413336236.94999856
902	12olki	19473	1271803.806	04/30/2024	700 days	2023-06-16	413336236.94999856
903	12olki	19473	1271803.806	04/30/2024	669 days	2023-06-16	413336236.94999856
904	12olki	19473	1271803.806	04/30/2024	638 days	2023-06-16	413336236.94999856
905	12olki	19473	1271803.806	04/30/2024	608 days	2023-06-16	413336236.94999856
906	12olki	19473	1271803.806	04/30/2024	577 days	2023-06-16	413336236.94999856
907	12olki	19473	1271803.806	04/30/2024	547 days	2023-06-16	413336236.94999856
908	12olki	19473	1271803.806	04/30/2024	516 days	2023-06-16	413336236.94999856
909	12olki	19473	1271803.806	04/30/2024	485 days	2023-06-16	413336236.94999856
910	12olki	19473	1271803.806	04/30/2024	457 days	2023-06-16	413336236.94999856
911	12olki	19473	1271803.806	04/30/2024	426 days	2023-06-16	413336236.94999856
912	12olki	19473	1271803.806	04/30/2024	396 days	2023-06-16	413336236.94999856
913	12olki	19473	1271803.806	04/30/2024	365 days	2023-06-16	413336236.94999856
914	12olki	19473	1271803.806	04/30/2024	335 days	2023-06-16	413336236.94999856
915	12olki	19473	1271803.806	04/30/2024	304 days	2023-06-16	413336236.94999856
916	12olki	19473	1271803.806	04/30/2024	273 days	2023-06-16	413336236.94999856
917	12olki	19473	1271803.806	04/30/2024	243 days	2023-06-16	413336236.94999856
918	12olki	19473	1271803.806	04/30/2024	212 days	2023-06-16	413336236.94999856
919	12olki	19473	1271803.806	04/30/2024	182 days	2023-06-16	413336236.94999856
920	12olki	19473	1271803.806	04/30/2024	151 days	2023-06-16	413336236.94999856
921	12olki	19473	1271803.806	04/30/2024	120 days	2023-06-16	413336236.94999856
922	12olki	19473	1271803.806	04/30/2024	92 days	2023-06-16	413336236.94999856
923	12olki	19473	1271803.806	04/30/2024	61 days	2023-06-16	413336236.94999856
924	12olki	19473	1271803.806	04/30/2024	31 days	2023-06-16	413336236.94999856
925	12olki	19473	1271803.806	04/30/2024	0 days	2023-06-16	413336236.94999856
926	12olki	19473	1271803.806	04/30/2024	-30 days	2023-06-16	413336236.94999856
927	12olki	19473	1271803.806	04/30/2024	-61 days	2023-06-16	413336236.94999856
928	12olki	19473	1271803.806	04/30/2024	-92 days	2023-06-16	413336236.94999856
929	12olki	19473	1271803.806	04/30/2024	-122 days	2023-06-16	413336236.94999856
930	12olki	19473	1271803.806	04/30/2024	-153 days	2023-06-16	413336236.94999856
931	12olki	19473	1271803.806	04/30/2024	-183 days	2023-06-16	413336236.94999856
932	12olki	19473	1271803.806	04/30/2024	-214 days	2023-06-16	413336236.94999856
933	12olki	19473	1271803.806	04/30/2024	-245 days	2023-06-16	413336236.94999856
934	12olki	19473	1271803.806	04/30/2024	-274 days	2023-06-16	413336236.94999856
935	12olki	19473	1271803.806	04/30/2024	-305 days	2023-06-16	413336236.94999856
936	12olki	19473	1271803.806	04/30/2024	791 days	2023-07-16	446403135.9059984
937	12olki	19473	1271803.806	04/30/2024	760 days	2023-07-16	446403135.9059984
938	12olki	19473	1271803.806	04/30/2024	730 days	2023-07-16	446403135.9059984
939	12olki	19473	1271803.806	04/30/2024	699 days	2023-07-16	446403135.9059984
940	12olki	19473	1271803.806	04/30/2024	668 days	2023-07-16	446403135.9059984
941	12olki	19473	1271803.806	04/30/2024	638 days	2023-07-16	446403135.9059984
942	12olki	19473	1271803.806	04/30/2024	607 days	2023-07-16	446403135.9059984
943	12olki	19473	1271803.806	04/30/2024	577 days	2023-07-16	446403135.9059984
944	12olki	19473	1271803.806	04/30/2024	546 days	2023-07-16	446403135.9059984
945	12olki	19473	1271803.806	04/30/2024	515 days	2023-07-16	446403135.9059984
946	12olki	19473	1271803.806	04/30/2024	487 days	2023-07-16	446403135.9059984
947	12olki	19473	1271803.806	04/30/2024	456 days	2023-07-16	446403135.9059984
948	12olki	19473	1271803.806	04/30/2024	426 days	2023-07-16	446403135.9059984
949	12olki	19473	1271803.806	04/30/2024	395 days	2023-07-16	446403135.9059984
950	12olki	19473	1271803.806	04/30/2024	365 days	2023-07-16	446403135.9059984
951	12olki	19473	1271803.806	04/30/2024	334 days	2023-07-16	446403135.9059984
952	12olki	19473	1271803.806	04/30/2024	303 days	2023-07-16	446403135.9059984
953	12olki	19473	1271803.806	04/30/2024	273 days	2023-07-16	446403135.9059984
954	12olki	19473	1271803.806	04/30/2024	242 days	2023-07-16	446403135.9059984
955	12olki	19473	1271803.806	04/30/2024	212 days	2023-07-16	446403135.9059984
956	12olki	19473	1271803.806	04/30/2024	181 days	2023-07-16	446403135.9059984
957	12olki	19473	1271803.806	04/30/2024	150 days	2023-07-16	446403135.9059984
958	12olki	19473	1271803.806	04/30/2024	122 days	2023-07-16	446403135.9059984
959	12olki	19473	1271803.806	04/30/2024	91 days	2023-07-16	446403135.9059984
960	12olki	19473	1271803.806	04/30/2024	61 days	2023-07-16	446403135.9059984
961	12olki	19473	1271803.806	04/30/2024	30 days	2023-07-16	446403135.9059984
962	12olki	19473	1271803.806	04/30/2024	0 days	2023-07-16	446403135.9059984
963	12olki	19473	1271803.806	04/30/2024	-31 days	2023-07-16	446403135.9059984
964	12olki	19473	1271803.806	04/30/2024	-62 days	2023-07-16	446403135.9059984
965	12olki	19473	1271803.806	04/30/2024	-92 days	2023-07-16	446403135.9059984
966	12olki	19473	1271803.806	04/30/2024	-123 days	2023-07-16	446403135.9059984
967	12olki	19473	1271803.806	04/30/2024	-153 days	2023-07-16	446403135.9059984
968	12olki	19473	1271803.806	04/30/2024	-184 days	2023-07-16	446403135.9059984
969	12olki	19473	1271803.806	04/30/2024	-215 days	2023-07-16	446403135.9059984
970	12olki	19473	1271803.806	04/30/2024	-244 days	2023-07-16	446403135.9059984
971	12olki	19473	1271803.806	04/30/2024	-275 days	2023-07-16	446403135.9059984
972	12olki	19473	1271803.806	04/30/2024	822 days	2023-08-16	480741838.66799825
973	12olki	19473	1271803.806	04/30/2024	791 days	2023-08-16	480741838.66799825
974	12olki	19473	1271803.806	04/30/2024	761 days	2023-08-16	480741838.66799825
975	12olki	19473	1271803.806	04/30/2024	730 days	2023-08-16	480741838.66799825
976	12olki	19473	1271803.806	04/30/2024	699 days	2023-08-16	480741838.66799825
977	12olki	19473	1271803.806	04/30/2024	669 days	2023-08-16	480741838.66799825
978	12olki	19473	1271803.806	04/30/2024	638 days	2023-08-16	480741838.66799825
979	12olki	19473	1271803.806	04/30/2024	608 days	2023-08-16	480741838.66799825
980	12olki	19473	1271803.806	04/30/2024	577 days	2023-08-16	480741838.66799825
981	12olki	19473	1271803.806	04/30/2024	546 days	2023-08-16	480741838.66799825
982	12olki	19473	1271803.806	04/30/2024	518 days	2023-08-16	480741838.66799825
983	12olki	19473	1271803.806	04/30/2024	487 days	2023-08-16	480741838.66799825
984	12olki	19473	1271803.806	04/30/2024	457 days	2023-08-16	480741838.66799825
985	12olki	19473	1271803.806	04/30/2024	426 days	2023-08-16	480741838.66799825
986	12olki	19473	1271803.806	04/30/2024	396 days	2023-08-16	480741838.66799825
987	12olki	19473	1271803.806	04/30/2024	365 days	2023-08-16	480741838.66799825
988	12olki	19473	1271803.806	04/30/2024	334 days	2023-08-16	480741838.66799825
989	12olki	19473	1271803.806	04/30/2024	304 days	2023-08-16	480741838.66799825
990	12olki	19473	1271803.806	04/30/2024	273 days	2023-08-16	480741838.66799825
991	12olki	19473	1271803.806	04/30/2024	243 days	2023-08-16	480741838.66799825
992	12olki	19473	1271803.806	04/30/2024	212 days	2023-08-16	480741838.66799825
993	12olki	19473	1271803.806	04/30/2024	181 days	2023-08-16	480741838.66799825
994	12olki	19473	1271803.806	04/30/2024	153 days	2023-08-16	480741838.66799825
995	12olki	19473	1271803.806	04/30/2024	122 days	2023-08-16	480741838.66799825
996	12olki	19473	1271803.806	04/30/2024	92 days	2023-08-16	480741838.66799825
997	12olki	19473	1271803.806	04/30/2024	61 days	2023-08-16	480741838.66799825
998	12olki	19473	1271803.806	04/30/2024	31 days	2023-08-16	480741838.66799825
999	12olki	19473	1271803.806	04/30/2024	0 days	2023-08-16	480741838.66799825
1000	12olki	19473	1271803.806	04/30/2024	-31 days	2023-08-16	480741838.66799825
1001	12olki	19473	1271803.806	04/30/2024	-61 days	2023-08-16	480741838.66799825
1002	12olki	19473	1271803.806	04/30/2024	-92 days	2023-08-16	480741838.66799825
1003	12olki	19473	1271803.806	04/30/2024	-122 days	2023-08-16	480741838.66799825
1004	12olki	19473	1271803.806	04/30/2024	-153 days	2023-08-16	480741838.66799825
1005	12olki	19473	1271803.806	04/30/2024	-184 days	2023-08-16	480741838.66799825
1006	12olki	19473	1271803.806	04/30/2024	-213 days	2023-08-16	480741838.66799825
1007	12olki	19473	1271803.806	04/30/2024	-244 days	2023-08-16	480741838.66799825
1008	12olki	19473	1271803.806	04/30/2024	853 days	2023-09-16	516352345.2359981
1009	12olki	19473	1271803.806	04/30/2024	822 days	2023-09-16	516352345.2359981
1010	12olki	19473	1271803.806	04/30/2024	792 days	2023-09-16	516352345.2359981
1011	12olki	19473	1271803.806	04/30/2024	761 days	2023-09-16	516352345.2359981
1012	12olki	19473	1271803.806	04/30/2024	730 days	2023-09-16	516352345.2359981
1013	12olki	19473	1271803.806	04/30/2024	700 days	2023-09-16	516352345.2359981
